id,name,type,price_eur,url
42496,"Оплата для Алёны («Психиатрия для психологов», 12 модуль)",Счёт/служебное,38.0,https://mig.institute/product/oplata-dlya-alyony-psihiatriya-dlya-psihologov-12-modul/
42493,"Оплата терапевтической группы «Я, деньги и то, что между нами» (2 встр",Терапевтические группы,35.0,https://mig.institute/product/oplata-terapevticheskoj-gruppy-ya-dengi-i-to-chto-mezhdu-nami-2-vstrecha/
42489,Оплата сертификации для Алины (аквариум),Прочее,50.0,https://mig.institute/product/oplata-sertifikaczii-dlya-yulii-akvarium/
42488,Оплата сертификации для Юлии (аквариум),Прочее,30.0,https://mig.institute/product/oplata-5/
42467,Психиатрия 2026 — Утемов Евгений,Тематические курсы,0.0,https://mig.institute/product/psihiatriya-2026/
42449,Чему терапевт учится у клиентов с зависимостью?,Тематические курсы,0.0,https://mig.institute/product/chemu-uchitsya/
42432,Оплата для Нуржанат (сексология 9 модуль),Счёт/служебное,70.0,https://mig.institute/product/o-7/
42437,Оплата для Марины (9 модуль Сексология),Счёт/служебное,90.0,https://mig.institute/product/oplata-dlya-mariny-9-modul-seksologiya/
42431,Оплата Аквариум (50% скидка),Прочее,25.0,https://mig.institute/product/oplata-akvarium-50-skidka/
42430,Оплата для Ольги (Базовый курс),Счёт/служебное,1000.0,https://mig.institute/product/oplata-dlya-olgi-bazovyj-kurs/
42429,Оплата 9 модуль курса Гештальт-сексология,Тематические курсы,85.0,https://mig.institute/product/oplata-9-modul-kursa-geshtalt-seksologiya/
42415,Оплата 9 модуля сексологии (практик+),Тематические курсы,120.0,https://mig.institute/product/oplata-9-modulya-seksologii-praktik-2/
42413,Оплата 9 модуля сексологии (практик),Тематические курсы,100.0,https://mig.institute/product/oplat-2/
42412,Оплата для Ольги Сокольниковой (Базовый курс),Счёт/служебное,3211.0,https://mig.institute/product/oplata-dlya-olgi-sokolnikovoj-bazovyj-kurs/
42400,День открытых дверей МИГ для практикующих терапевтов,Тест-драйв/ДОД,0.0,https://mig.institute/product/den-otkrytyh-dverej-praktik/
42390,Оплата модуля (Теории личности и теории развития),Прочее,35.0,https://mig.institute/product/jgk/
42389,"День открытых дверей МИГ для тех, кто хочет стать гештальт-терапевтом",Тест-драйв/ДОД,0.0,https://mig.institute/product/den-otkrytyh/
42368,Оплата модуля курса 15% скидка (Теории личности и развития),Тематические курсы,30.0,https://mig.institute/product/oplata-modulya-kursa-15-skidka-teorii-lichnosti-i-razvitiya/
42365,Оплата сертификации (аквариум),Прочее,30.0,https://mig.institute/product/oplata-sertifikaczii-akvarium-2/
42364,Предоплата для Ольги (Базовый курс),Счёт/служебное,50.0,https://mig.institute/product/predoplata-dlya-olgi-bazovyj-kurs/
42354,"Оплата для Венеры (тер. группа «Я, Деньги и то, что между нами», 1 вст",Счёт/служебное,35.0,https://mig.institute/product/oplata-dlya-venery-ter-gruppa-ya-dengi-i-to-chto-mezhdu-nami-1-vstrecha/
42352,"Оплата для Екатерины (3 ступень, 1 модуль)",Счёт/служебное,400.0,https://mig.institute/product/oplata-dlya-ekateriny-3-stupen-1-modul/
42349,Оплата 9 модуля группы чтений,Терапевтические группы,5.0,https://mig.institute/product/oplata-9-modulya-gruppy-chtenij/
42348,Оплата 5-9 модулей группы чтений для Алины,Терапевтические группы,25.0,https://mig.institute/product/oplata-5-9-modulej-gruppy-chtenij-dlya-aliny/
42346,Оплата 9 модуля сексологии (Практик),Тематические курсы,100.0,https://mig.institute/product/oplata-9-modulya-seksologii-praktik/
42345,Оплата 6 модуля по психосоматике для Ольги,Тематические курсы,180.0,https://mig.institute/product/oplata-6-modulya-po-psihosomatike-dlya-olgi/
42344,Оплата 6 модуля по психосоматике,Тематические курсы,200.0,https://mig.institute/product/oplata-5-modulya-po-psihosomatike/
42342,Оплата для Алёны (тест-драйв 22.07),Счёт/служебное,10.0,https://mig.institute/product/oplat/
42325,Цикл контакта: психоанализ + гештальт,Тематические курсы,0.0,https://mig.institute/product/czikl-kontakta-psihoanaliz-geshtalt/
42306,Оплата 5 модулей психиатрии для Алеси,Тематические курсы,190.0,https://mig.institute/product/oplata-5-modulej-psihiatrii-dlya-alesi/
42305,Оплата года БК для Анастасии,Счёт/служебное,2025.0,https://mig.institute/product/oplata-goda-bk-dlya-anastasii/
42284,Оплата 11-13 модулей по психиатрии для Юлии,Счёт/служебное,108.0,https://mig.institute/product/oplata-11-modulya-po-psihiatrii-dlya-yulii/
42283,Оплата 11 модуля по психиатрии для Елизаветы,Счёт/служебное,40.0,https://mig.institute/product/oplata-11-modulya-po-psihiatrii-dlya-elizavety/
42282,Оплата 11 модуля по психиатрии,Счёт/служебное,38.0,https://mig.institute/product/oplata-4/
42278,Оплата сертификации (аквариум 2 дня),Прочее,50.0,https://mig.institute/product/oplata-3/
42277,"Оплата тер.группы (Я, Деньги и то, что между нами )",Терапевтические группы,35.0,https://mig.institute/product/oplata-ter-gruppy-ya-dengi-i-to-chto-mezhdu-nami/
42271,"Оплата для Ольги (сертификация, аквариум)",Счёт/служебное,30.0,https://mig.institute/product/oplata-dlya-olgi-sertifikacziya-akvarium/
42269,"Оплата для Марии (сертификация, аквариум)",Счёт/служебное,30.0,https://mig.institute/product/oplata-dlya-marii-sertifikacziya-akvarium/
42267,"Оплата для Елены (тер. группа «Я, Деньги и то, что между нами», 1 встр",Счёт/служебное,35.0,https://mig.institute/product/oplata-dlya-eleny-ter-gruppa-ya-dengi-i-to-chto-mezhdu-nami-1-vstrecha/
42266,Оплата 8 встречи супервизорской группы,Супервизия,30.0,https://mig.institute/product/oplata-8-vstrechi-supervizorskoj-gruppy/
42263,Оплата для Ольги (3 и 6 модули семейной терапии),Счёт/служебное,80.0,https://mig.institute/product/oplata-dlya-olgi-3-i-6-moduli-semejnoj-terapii/
42262,"Оплата для Анастасии (3 ступень, 1 модуль)",Счёт/служебное,400.0,https://mig.institute/product/oplata-dlya-anastasii-3-stupen-1-modul/
42182,О чём молчит стыд?,Прочее,0.0,https://mig.institute/product/o-chyom-molchit-styd/
42179,"Оплата для Евгении (тер. группа «Я, Деньги и то, что между нами», 1 вс",Счёт/служебное,35.0,https://mig.institute/product/o-6/
42178,"Оплата для Айтан (терапевтическая группа «Я, Деньги и то, что между нами",Счёт/служебное,35.0,https://mig.institute/product/oplata-2/
42170,Программа повышения квалификации,ППК,0.0,https://mig.institute/product/programma-povysheniya-kvalifikaczii/
42162,Оплата для Рады,Счёт/служебное,30.0,https://mig.institute/product/o-5/
42090,Оплата терапевтической группы для Марии (1 встреча),Терапевтические группы,35.0,https://mig.institute/product/oplata-terapevticheskoj-gruppy-dlya-marii-1-vstrecha/
42088,Оплата сертификации (аквариум),Прочее,30.0,https://mig.institute/product/oplata-sertifikaczii-akvarium/
42084,Оплата встречи тер.группы (Жить и расти),Терапевтические группы,40.0,https://mig.institute/product/oplata-vstrechi-ter-gruppy-zhit-i-rasti/
42080,Оплата Клинические Разборы (2 встречи 30% скидка),Семинары/воркшопы,104.0,https://mig.institute/product/j/
42077,Оплата фуршета (2 персоны),Прочее,60.0,https://mig.institute/product/oplata-fursheta-2-persony/
42075,Оплата фуршет (3 персоны),Прочее,90.0,https://mig.institute/product/oplata-furshet-3-persony/
42068,Оплата 7 встречи супервизорской группы,Супервизия,30.0,https://mig.institute/product/oplata-7-vstrechi-supervizorskoj-gruppy/
42066,Оплата фуршет,Прочее,30.0,https://mig.institute/product/oplata-furshet/
42065,Оплата курса по психоанализу для Юлии,Счёт/служебное,325.0,https://mig.institute/product/o-4/
42051,Оплата сертификации Аквариум (13 июля),Прочее,30.0,https://mig.institute/product/oplata-sertifikaczii-akvarium-13-iyulya/
42045,Оплата для Татьяны Бондаревой (тест-драйв),Счёт/служебное,10.0,https://mig.institute/product/oplata-dlya-tatyany-bondarevoj-test-drajv/
42036,Оплата орг.взнос (Ализада Ирада),Счёт/служебное,120.0,https://mig.institute/product/op-4/
42020,Оплата модуля курса (Основы психоанализа),Тематические курсы,35.0,https://mig.institute/product/jg-2/
42017,Оплата для Анастасии (2/2 БК),Счёт/служебное,1025.0,https://mig.institute/product/oplata-dlya-anastasii-12-bk/
42016,Оплата для Анастасии (1/2 БК),Счёт/служебное,1000.0,https://mig.institute/product/oplata-dlya-anastasii-1-2-bk/
42014,Оплата для Марины Лобановой (философия),Счёт/служебное,138.0,https://mig.institute/product/o-3/
42013,Оплата для Евгении Осколковой (БК + Кризисы и травмы),Счёт/служебное,3045.0,https://mig.institute/product/oplata-dlya-evgenii-oskolkovoj-bk-krizisy-i-travmy/
41986,Оплата участия в тест-драйве (Белград),Тест-драйв/ДОД,10.0,https://mig.institute/product/oplata-uchastiya-v-test-drajve-belgrad/
41982,Оплата 8 модуля группы чтений,Терапевтические группы,5.0,https://mig.institute/product/oplata-8-modulya-gruppy-chtenij/
41973,Предоплата (курс гештальт-сексология),Счёт/служебное,25.0,https://mig.institute/product/predoplata-kurs-geshtalt-seksologiya/
41969,Оплата для Марины 10 модуля ППК,Счёт/служебное,250.0,https://mig.institute/product/oplata-dlya-mariny-10-modulya-ppk/
41965,Предоплата для Юлии (БК),Счёт/служебное,50.0,https://mig.institute/product/predoplata-dlya-yulii-bk/
41962,"Как заполнить практику, не продавая душу дьяволу",Прочее,0.0,https://mig.institute/product/kak-zapolnit-praktiku-ne-prodavaya-dushu-dyavolu/
41940,Оплата терапевтической группы (Боюсь быть видимым),Терапевтические группы,35.0,https://mig.institute/product/oplata-terapevticheskoj-gruppy-boyus-byt-vidimym/
41922,Оплата терапевтической группы (Тело. Еда. Спорт),Терапевтические группы,35.0,https://mig.institute/product/oplata-terapevticheskoj-gruppy-telo-eda-sport/
41918,Сексология 2025 — Денисенко Инна,Тематические курсы,0.0,https://mig.institute/product/seks/
41917,Предоплата (курс Работа с семьями в гештальт-подходе),Счёт/служебное,50.0,https://mig.institute/product/predoplata-kurs-rabota-s-semyami-v-geshtalt-podhode/
41909,Оплата участия в тест-драйв группе очно (Португалия),Тест-драйв/ДОД,10.0,https://mig.institute/product/o-2/
41908,Оплата 10 модуля ППК,Счёт/служебное,250.0,https://mig.institute/product/oplata-10-modulya-ppk/
41907,Оплата для Елизаветы 10 модуля психиатрии,Счёт/служебное,40.0,https://mig.institute/product/oplata-dlya-elizavety-10-modulya-psihiatrii/
41906,Оплата 10 модуля психиатрии,Счёт/служебное,38.0,https://mig.institute/product/oplata/
41898,Оплата для Марины 2 модуля Кризисы и травмы,Счёт/служебное,200.0,https://mig.institute/product/oplata-dlya-mariny-2-modulya-krizisy-i-travmy/
41895,Оплата 8 модуля сексологии для Екатерины,Тематические курсы,120.0,https://mig.institute/product/oplata-8-modulya-seksologii-dlya-ekateriny/
41894,Оплата 8 модуля сексологии для Нуржанат,Тематические курсы,70.0,https://mig.institute/product/oplata-8-modulya-seksologii-dlya-nurzhanat/
41893,Оплата 8 модуля сексологии для Елены,Тематические курсы,85.0,https://mig.institute/product/jg/
41891,Оплата 8 модуля сексологии,Тематические курсы,100.0,https://mig.institute/product/opl-3/
41890,Оплата 6 модуля супервизорской группы,Супервизия,30.0,https://mig.institute/product/oplata-6-modulya-supervizorskoj-gruppy/
41889,Оплата курса по Кризисам и Травмам,Счёт/служебное,1430.0,https://mig.institute/product/oplata-kursa-po-krizisam-i-travmam/
41887,Оплата для Марины 8 модуля сексологии,Счёт/служебное,90.0,https://mig.institute/product/oplata-dlya-mariny-8-modulya-seksologii/
41885,Оплата для Анастасии (2 модуль Кризисы и травмы),Счёт/служебное,190.0,https://mig.institute/product/oplata-dlya-anastasii-2-modul-krizisy-i-travmy/
41883,Оплата 2 модуля (Кризисы и травмы),Счёт/служебное,180.0,https://mig.institute/product/oplata-2-modulya-krizisy-i-travmy-2/
41882,Оплата для Эльнары (2 модуль Кризисы и травмы),Счёт/служебное,150.0,https://mig.institute/product/oplata-dlya-elnary-2-modul-krizisy-i-travmy/
41881,Оплата 2 модуля Кризисы и травмы,Счёт/служебное,200.0,https://mig.institute/product/oplata-2-modulya-krizisy-i-travmy/
41869,Зачем психологам философия?,Тематические курсы,0.0,https://mig.institute/product/zachem-psihologam-filosofiya/
41864,Оплата для Марьям (модули БК),Счёт/служебное,500.0,https://mig.institute/product/op-3/
41858,Психиатрия для Психологов — Хоменкова Виктория,Тематические курсы,0.0,https://mig.institute/product/psihiatriya-dlya-psihologov-homenkova-viktoriya/
41850,"Меняться, чтобы сохраняться. Неизбежные законы семейного счастья",Тематические курсы,0.0,https://mig.institute/product/menyatsya-chtoby-sohranyatsya-neizbezhnye-zakony-semejnogo-schastya/
41829,Оплата 7 модуля группы-чтений,Терапевтические группы,5.0,https://mig.institute/product/opl-2/
41810,Кто такой гештальт-сексолог?,Тематические курсы,0.0,https://mig.institute/product/kto-takoj-geshtalt-seksolog/
41798,Психиатрия 2026 — Darya Bahniuk,Тематические курсы,0.0,https://mig.institute/product/psihiatriya-2026-darya-bahniuk/
41797,Оплата для Дарьи (9 модуль Курса Психиатрия),Счёт/служебное,38.0,https://mig.institute/product/op-2/
41790,Mig.talks Психиатрические диагнозы в практике гештальт-терапевта,Тематические курсы,0.0,https://mig.institute/product/mig-talks-psihiatricheskie-diagnozy-v-praktike-geshtalt-terapevta/
41786,MIG.Talks «Гештальт-терапия и психоанализы»,Тематические курсы,0.0,https://mig.institute/product/mig-talks-geshtalt-terapiya-i-psihoanalizy/
41782,Оплата 9 и 10 модуля по психиатрии,Тематические курсы,76.0,https://mig.institute/product/oplata-9-modulya-po-psihiatrii/
41781,Оплата для Елизаветы (9 модуль психиатрии),Счёт/служебное,40.0,https://mig.institute/product/oplata-dlya-elizavety-9-modul-psihiatrii/
41780,Оплата для Юлии (2 модуля по психиатрии),Счёт/служебное,72.0,https://mig.institute/product/oplata-dlya-yulii-2-modulya-po-psihiatrii/
41777,Оплата для Юлии (2 модуля Психиатрия),Счёт/служебное,72.0,https://mig.institute/product/o/
41776,Оплата для Ляны (6 модуль Семейная терапия),Счёт/служебное,40.0,https://mig.institute/product/oplata-dlya-lyany-6-modul-semejnaya-terapiya/
41772,Предоплата для Ольги (курс «Работа с семьями в гештальт-подходе»),Счёт/служебное,25.0,https://mig.institute/product/predoplata-dlya-olgi-kurs-rabota-s-semyami-v-geshtalt-podhode/
41747,Оплата пакета Mig.education (май),Прочее,80.0,https://mig.institute/product/oplata-paketa-mig-education-za-maj/
41694,Оплата для Ольги (4й модуль Базового Курса),Счёт/служебное,250.0,https://mig.institute/product/oplata-dlya-olgi-4j-modul-bazovogo-kursa/
41688,Оплата для Анастасии (Летняя Школа),Счёт/служебное,60.0,https://mig.institute/product/oplata-dlya-anastasii-letnyaya-shkola/
41659,MIG.Education – 2026-2,Прочее,0.0,https://mig.institute/product/mig-education-2026-2/
41654,Оплата 6 модуля чтений,Прочее,5.0,https://mig.institute/product/oplata-6-modulya-chtenij/
41644,Оплата 2/2 года БК для Александра,Счёт/служебное,1015.0,https://mig.institute/product/oplata-2-2-goda-bk-dlya-aleksandra/
41642,Оплата 3 модуля групповой для Рады,Счёт/служебное,100.0,https://mig.institute/product/oplata-3-modulya-gruppovoj-dlya-rady/
41640,Оплата 3 модуля групповой терапии,Счёт/служебное,180.0,https://mig.institute/product/oplata-3-modulya-gruppovoj-terapii-2/
41637,Оплата 3 модуля (групповая гештальт-терапия),Счёт/служебное,170.0,https://mig.institute/product/oplata-3-modulya-9gr/
41636,Оплата 3 модуля групповой терапии,Счёт/служебное,200.0,https://mig.institute/product/oplata-3-modulya-gruppovoj-terapii/
41628,Оплата 3 модуля по групповой терапии для Тамаза,Счёт/служебное,200.0,https://mig.institute/product/oplata-3-modulya-po-gruppovoj-terapii-dlya-tamaza/
41609,Оплата 4 модуля БК для Анны,Счёт/служебное,175.0,https://mig.institute/product/oplata-4-modulya-bk-dlya-anny/
41608,Оплата 4 модуля БК,Счёт/служебное,237.0,https://mig.institute/product/oplata-4-modulya-bk/
41606,Оплата для Елизаветы 8 модуля психиатрии,Счёт/служебное,40.0,https://mig.institute/product/oplata-dlya-elizavety-8-modulya-psihiatrii/
41605,Оплата для Алены 8 модуля психиатрии,Счёт/служебное,38.0,https://mig.institute/product/oplata-dlya-aleny-8-modulya-psihiatrii/
41598,Психиатрия 2026 — Лиана Гук,Тематические курсы,0.0,https://mig.institute/product/psihiatriya-2026-liana-guk/
41584,Оплата 5 модуля супервизорской группы,Супервизия,30.0,https://mig.institute/product/op/
41587,Предоплата для Анны (3 ступень),Счёт/служебное,50.0,https://mig.institute/product/predoplata-dlya-anny-3-stupen/
41583,Оплата для Елизаветы (3 модуль БК),Счёт/служебное,212.0,https://mig.institute/product/oplata-dlya-elizavety-3-modul-bk/
41582,Оплата 3 модуля базового курса,Счёт/служебное,237.0,https://mig.institute/product/oplata-3-modulya-bazovogo-kursa/
41581,Оплата модуля БК,Базовый курс (БК),250.0,https://mig.institute/product/oplata-modulya-bk-2/
41563,Нейробиология в психотерапии-2026,Тематические курсы,0.0,https://mig.institute/product/nejrobiologiya-v-psihoterapii-2026/
41527,Оплата для Михаила (Летняя школа),Счёт/служебное,500.0,https://mig.institute/product/oplata-dlya-mihaila-letnyaya-shkola/
41487,Основы психоанализа,Тематические курсы,0.0,https://mig.institute/product/osnovy-psihoanaliza/
41478,Теории личности и теории развития,Прочее,0.0,https://mig.institute/product/teorii-lichnosti-i-teorii-razvitiya/
41457,Философия для психологов,Тематические курсы,0.0,https://mig.institute/product/filosofiya-dlya-psihologov/
41436,Оплата для Ольги (Сани),Счёт/служебное,2025.0,https://mig.institute/product/oplata-dlya-olgi-sani/
41429,Оплата 5 модуля группы чтений,Терапевтические группы,5.0,https://mig.institute/product/oplata-5-modulya/
41425,Оплата года БК,Счёт/служебное,2025.0,https://mig.institute/product/opl/
41419,Предоплата для Евгении (Психосоматика),Счёт/служебное,50.0,https://mig.institute/product/predoplata-dlya-evgenii-psihosomatika/
41415,Оплата для Андрея (курс Психиатрия),Счёт/служебное,1224.0,https://mig.institute/product/oplata-dlya-andreya-kurs-psihiatriya/
41402,Полярности в гештальт-терапии. Кто сейчас за рулём?,Прочее,0.0,https://mig.institute/product/polarnosti/
41397,Оплата для Александра (50% оплата года БК),Счёт/служебное,1010.0,https://mig.institute/product/oplata-dlya-aleksandra-50-oplata-goda-bk/
41380,Оплата для Нино (4 и 5 модули Базового Курса),Счёт/служебное,400.0,https://mig.institute/product/oplata-dlya-nino-2-modulya-bazovogo-kursa/
41330,Гештальт-сексология Слушатель 3й поток 1 модуль,Тематические курсы,79.0,https://mig.institute/product/geshtalt-seksologiya-slushatel-3p/
41328,Гештальт-сексология Практик 3й поток 1 модуль,Тематические курсы,99.0,https://mig.institute/product/geshtalt-seksologiya-praktika-3/
41327,Гештальт-сексология Практик+ 3й поток 1 модуль,Тематические курсы,129.0,https://mig.institute/product/geshtalt-seksologiya-praktik-3j-potok/
41290,Обучение гештальт-сексологии,Тематические курсы,0.0,https://mig.institute/product/geshtalt-sexologia3/
41285,Оплата для Елизаветы 7 и 8 модуля психиатрии,Счёт/служебное,80.0,https://mig.institute/product/oplata-dlya-elizavety-7-modul-psihiatrii/
